source,target,corr,abscorr
BASP1,ZNF451,-0.91313701,0.91313701
BASP1,CCND1,-0.986589768,0.986589768
BASP1,DYNLL1,-0.924145552,0.924145552
BASP1,ELP2,0.917821097,0.917821097
BASP1,HSBP1,-0.960797245,0.960797245
BASP1,ID1,-0.922638946,0.922638946
BASP1,IWS1,0.946878195,0.946878195
BASP1,KMT5B,0.94034032,0.94034032
BASP1,NUPR1,0.965376541,0.965376541
BASP1,RBBP4,-0.975793853,0.975793853
BASP1,RFX5,-0.943593572,0.943593572
BASP1,SIN3B,0.936276035,0.936276035
BASP1,TBX3,0.95017204,0.95017204
BASP1,DNMT1,-0.960687139,0.960687139
BASP1,IRX2,-0.973798934,0.973798934
BASP1,UXT,0.947231766,0.947231766
BASP1,CREB3L2,0.921383971,0.921383971
BASP1,CUX1,-0.920347564,0.920347564
BASP1,E2F3,-0.932619034,0.932619034
BASP1,EEF1A1,-0.937378021,0.937378021
BASP1,FAM120B,0.953674317,0.953674317
BASP1,HES6,-0.905847081,0.905847081
BASP1,HOPX,0.967327107,0.967327107
BASP1,MSX1,-0.909412348,0.909412348
BASP1,NFAT5,-0.921152745,0.921152745
BASP1,TOB1,-0.908455211,0.908455211
BASP1,ZHX1,0.939271061,0.939271061
ELK1,IRF6,-0.951914501,0.951914501
ELK1,TCEAL8,0.959897272,0.959897272
ELK1,FOXC1,-0.929008017,0.929008017
ELK1,HES2,0.950718666,0.950718666
ELK1,NOTCH3,-0.951819372,0.951819372
ELK1,TBL1X,-0.983047303,0.983047303
ELK1,TCEB2,-0.961796712,0.961796712
ELK1,FOS,-0.955943157,0.955943157
ELK1,FOSB,-0.919085054,0.919085054
ELK1,GRHL3,-0.957585096,0.957585096
ELK1,HMGA1,-0.941218958,0.941218958
ELK1,HMGB1,-0.953166882,0.953166882
ELK1,ID2,-0.945720935,0.945720935
ELK1,JUN,-0.928822375,0.928822375
ELK1,JUNB,-0.930868841,0.930868841
ELK1,KANK1,-0.93375268,0.93375268
ELK1,KLF10,-0.931477259,0.931477259
ELK1,KLF2,-0.943163268,0.943163268
ELK1,KLF4,-0.927462768,0.927462768
ELK1,KLF6,-0.945023935,0.945023935
ELK1,LBH,-0.972307919,0.972307919
ELK1,LMCD1,-0.936096638,0.936096638
ELK1,MAFB,-0.919509067,0.919509067
ELK1,MCTS1,0.942085018,0.942085018
ELK1,MXD1,-0.954014067,0.954014067
ELK1,MYC,-0.956849412,0.956849412
ELK1,NFAT5,-0.910318897,0.910318897
ELK1,NFE2L3,-0.973004457,0.973004457
ELK1,NFKBIZ,-0.934740144,0.934740144
ELK1,OSR2,-0.953889757,0.953889757
ELK1,PNRC2,-0.908322875,0.908322875
ELK1,PRMT6,0.948304035,0.948304035
ELK1,PTTG1,-0.979332906,0.979332906
ELK1,RNF10,-0.947431863,0.947431863
ELK1,SERTAD1,-0.92366543,0.92366543
ELK1,SRF,-0.91524601,0.91524601
ELK1,SRSF2,-0.981892605,0.981892605
ELK1,TAF4B,-0.916368153,0.916368153
ELK1,TIMELESS,-0.929385887,0.929385887
ELK1,TRIB3,0.940937417,0.940937417
ELK1,TRIM25,0.921479393,0.921479393
ELK1,UHRF1,-0.950642766,0.950642766
ELK1,ZBTB43,-0.901229805,0.901229805
ELK1,ZHX1,0.900771472,0.900771472
ELK1,ZNF551,-0.905125928,0.905125928
ELK1,ZNF814,0.901774728,0.901774728
BHLHE40,CDCA7,0.958616759,0.958616759
BHLHE40,EYA2,0.937318402,0.937318402
BHLHE40,HEY1,0.922558425,0.922558425
BHLHE40,NFIB,0.932015644,0.932015644
BHLHE40,PEG3,0.900487085,0.900487085
BHLHE40,STAT1,-0.923601268,0.923601268
BHLHE40,GTF2B,0.941206305,0.941206305
BHLHE40,IRF6,0.963148314,0.963148314
BHLHE40,NCOR2,-0.903058712,0.903058712
BHLHE40,CTNND1,-0.938406679,0.938406679
BHLHE40,TCEAL8,-0.954571027,0.954571027
BHLHE40,FOXC1,0.961877555,0.961877555
BHLHE40,HES2,-0.958871565,0.958871565
BHLHE40,NOTCH3,0.93782389,0.93782389
BHLHE40,TBL1X,0.950615732,0.950615732
BHLHE40,TCEB2,0.963711311,0.963711311
BHLHE40,UXT,-0.902012281,0.902012281
BHLHE40,BHLHE41,0.917126115,0.917126115
BHLHE40,BIRC5,0.969734552,0.969734552
BHLHE40,BRD2,0.988496768,0.988496768
BHLHE40,CBX4,0.976016451,0.976016451
BHLHE40,CCNL1,0.99151926,0.99151926
BHLHE40,CHEK2,0.939422769,0.939422769
BHLHE40,CRY1,0.962479367,0.962479367
BHLHE40,CTNNB1,0.946737328,0.946737328
BHLHE40,CUX1,0.925938118,0.925938118
BHLHE40,CSRNP1,0.941939592,0.941939592
BHLHE40,DDIT3,0.950041796,0.950041796
BHLHE40,DEDD2,0.926053147,0.926053147
BHLHE40,DPF2,-0.958023413,0.958023413
BHLHE40,E2F2,0.970883388,0.970883388
BHLHE40,EAF2,0.968976283,0.968976283
BHLHE40,EGR1,0.983430062,0.983430062
BHLHE40,EGR2,0.947375589,0.947375589
BHLHE40,EID2B,0.952576121,0.952576121
BHLHE40,ELF5,0.930456999,0.930456999
BHLHE40,ELK1,-0.946564036,0.946564036
BHLHE40,ETS1,0.919337643,0.919337643
BHLHE40,EZH2,0.923491241,0.923491241
BHLHE40,FOS,0.986149077,0.986149077
BHLHE40,FOSB,0.983135755,0.983135755
BHLHE40,FOXD1,0.949694639,0.949694639
BHLHE40,FOXK1,0.924199401,0.924199401
BHLHE40,GMNN,0.968073406,0.968073406
BHLHE40,GRHL3,0.965273475,0.965273475
BHLHE40,HES1,0.972137032,0.972137032
BHLHE40,HES6,0.939535849,0.939535849
BHLHE40,HMGA1,0.971847347,0.971847347
BHLHE40,HMGB1,0.948051339,0.948051339
BHLHE40,ID2,0.98245742,0.98245742
BHLHE40,ISL1,0.963992881,0.963992881
BHLHE40,JUN,0.980408451,0.980408451
BHLHE40,JUNB,0.990908208,0.990908208
BHLHE40,KANK1,0.974284477,0.974284477
BHLHE40,KLF10,0.9614403,0.9614403
BHLHE40,KLF2,0.981126579,0.981126579
BHLHE40,KLF4,0.994234125,0.994234125
BHLHE40,KLF6,0.950337358,0.950337358
BHLHE40,LBH,0.984189222,0.984189222
BHLHE40,LMCD1,0.957255222,0.957255222
BHLHE40,LMO2,-0.916418701,0.916418701
BHLHE40,MAFB,0.97584726,0.97584726
BHLHE40,MCTS1,-0.949122676,0.949122676
BHLHE40,MSX1,0.90835487,0.90835487
BHLHE40,MXD1,0.96621367,0.96621367
BHLHE40,MYC,0.903479506,0.903479506
BHLHE40,NFAT5,0.933014038,0.933014038
BHLHE40,NFE2L3,0.976399831,0.976399831
BHLHE40,NFKBIZ,0.94671587,0.94671587
BHLHE40,NR4A2,0.964353015,0.964353015
BHLHE40,OSR2,0.97544181,0.97544181
BHLHE40,PNRC2,0.965141002,0.965141002
BHLHE40,PRMT6,-0.948363041,0.948363041
BHLHE40,PTTG1,0.98433307,0.98433307
BHLHE40,RBM39,0.907671186,0.907671186
BHLHE40,RNF10,0.953125637,0.953125637
BHLHE40,SERTAD1,0.985761224,0.985761224
BHLHE40,SIRT1,0.940941557,0.940941557
BHLHE40,SRSF2,0.983432759,0.983432759
BHLHE40,TAF4B,0.98363924,0.98363924
BHLHE40,TIMELESS,0.987410659,0.987410659
BHLHE40,TRIB3,-0.997904375,0.997904375
BHLHE40,TRIM25,-0.956739356,0.956739356
BHLHE40,TSC22D2,0.917390807,0.917390807
BHLHE40,UHRF1,0.960548416,0.960548416
BHLHE40,ZBTB43,0.936936417,0.936936417
BHLHE40,ZHX1,-0.926532517,0.926532517
BHLHE40,ZNF14,0.936453663,0.936453663
BHLHE40,ZNF165,0.96345655,0.96345655
BHLHE40,ZNF394,0.975676394,0.975676394
BHLHE40,ZNF551,0.962512009,0.962512009
BHLHE40,ZNF652,0.916381972,0.916381972
BHLHE40,ZNF682,0.948266497,0.948266497
BHLHE40,ZNF750,0.955766524,0.955766524
BHLHE40,ZNF814,-0.958805142,0.958805142
TBX3,UBE2L3,-0.915479373,0.915479373
BTG2,DLX5,0.920155881,0.920155881
BTG2,ESRRG,0.900635494,0.900635494
BTG2,HABP4,-0.950160541,0.950160541
BTG2,IRF6,0.927639308,0.927639308
BTG2,JARID2,0.979745826,0.979745826
BTG2,MLLT1,0.916688125,0.916688125
BTG2,PBX1,0.902300858,0.902300858
BTG2,SIAH2,0.97323713,0.97323713
BTG2,SND1,0.961618968,0.961618968
BTG2,ZBTB42,-0.903087223,0.903087223
BTG2,ELF3,0.938471301,0.938471301
BTG2,ERBB2,-0.957468848,0.957468848
BTG2,MSX2,0.969372169,0.969372169
BTG2,CTNNB1,0.918064543,0.918064543
BTG2,EAF2,0.938755674,0.938755674
BTG2,GRHL3,0.910062693,0.910062693
BTG2,KLF10,0.900857314,0.900857314
BTG2,LMCD1,0.929700525,0.929700525
BTG2,MXD1,0.906610302,0.906610302
BTG2,NFE2L3,0.909864912,0.909864912
BTG2,NFKBIZ,0.958227942,0.958227942
BTG2,OVOL1,0.975545394,0.975545394
BTG2,SRF,0.917891029,0.917891029
BTG2,UHRF1,0.925007435,0.925007435
BTG2,ZBTB43,0.964378736,0.964378736
BTG2,ZNF701,0.982006983,0.982006983
MSX1,NFIB,0.984397468,0.984397468
MSX1,PARP1,0.974163395,0.974163395
MSX1,PEG3,0.96844639,0.96844639
MSX1,PHTF1,0.964390484,0.964390484
MSX1,RNF14,-0.963198507,0.963198507
MSX1,SIX4,0.986519188,0.986519188
MSX1,SMARCA2,0.975510672,0.975510672
MSX1,SP110,-0.902122638,0.902122638
MSX1,SRRT,0.989405345,0.989405345
MSX1,STAT1,-0.973763733,0.973763733
MSX1,TAF5L,-0.941564891,0.941564891
MSX1,TCF12,-0.943165779,0.943165779
MSX1,TP63,0.961404332,0.961404332
MSX1,ZNF451,0.92567326,0.92567326
MSX1,NUPR1,-0.968623008,0.968623008
MSX1,RBBP4,0.944947824,0.944947824
MSX1,RFX5,0.926392992,0.926392992
MSX1,TCEB2,0.947919098,0.947919098
MSX1,UXT,-0.969383044,0.969383044
MSX1,NFAT5,0.986475354,0.986475354
MSX1,NR4A2,0.957467405,0.957467405
MSX1,OSR2,0.902602502,0.902602502
MSX1,PRMT6,-0.93722192,0.93722192
MSX1,RNF10,0.904560987,0.904560987
MSX1,SERTAD1,0.960293785,0.960293785
MSX1,SIRT1,0.918270029,0.918270029
MSX1,SRSF2,0.90692664,0.90692664
MSX1,TAF4B,0.965121535,0.965121535
MSX1,TIMELESS,0.92199328,0.92199328
MSX1,TOB1,0.985255585,0.985255585
MSX1,TRIB3,-0.917882176,0.917882176
MSX1,TRIM25,-0.956992073,0.956992073
MSX1,TSC22D2,0.966555877,0.966555877
MSX1,TSPYL2,0.932967912,0.932967912
MSX1,ZHX1,-0.979700604,0.979700604
MSX1,ZNF14,0.917296608,0.917296608
MSX1,ZNF274,-0.910424991,0.910424991
MSX1,ZNF652,0.968549564,0.968549564
MSX1,ZNF682,0.940536969,0.940536969
MSX1,ZNF814,-0.918547274,0.918547274
LBH,NCOR2,-0.901776739,0.901776739
LBH,SIAH2,0.922985835,0.922985835
LBH,SND1,0.908365015,0.908365015
LBH,TSC22D1,0.900976488,0.900976488
LBH,TCEAL8,-0.960269168,0.960269168
LBH,NOTCH3,0.921861344,0.921861344
LBH,TBL1X,0.962787935,0.962787935
LBH,TCEB2,0.941812587,0.941812587
LBH,LMCD1,0.971064678,0.971064678
LBH,MAFB,0.940688786,0.940688786
LBH,MCTS1,-0.937872934,0.937872934
LBH,MXD1,0.980382035,0.980382035
LBH,MYC,0.907632583,0.907632583
LBH,NFE2L3,0.992899953,0.992899953
LBH,NFKBIZ,0.979904281,0.979904281
LBH,NR4A2,0.925281236,0.925281236
LBH,OSR2,0.954147497,0.954147497
LBH,OVOL1,0.90175578,0.90175578
LBH,PNRC2,0.965070889,0.965070889
LBH,PRMT6,-0.921663923,0.921663923
LBH,PTTG1,0.990767631,0.990767631
LBH,RBM39,0.941247319,0.941247319
LBH,RNF10,0.942138019,0.942138019
LBH,SERTAD1,0.95157199,0.95157199
LBH,SIRT1,0.913489695,0.913489695
LBH,SRF,0.902318734,0.902318734
LBH,SRSF2,0.980706202,0.980706202
LBH,TAF4B,0.945885424,0.945885424
LBH,TIMELESS,0.95550874,0.95550874
LBH,TRIB3,-0.975731998,0.975731998
LBH,TRIM25,-0.937503753,0.937503753
LBH,UHRF1,0.976008622,0.976008622
LBH,ZBTB43,0.961846885,0.961846885
LBH,ZNF14,0.903583046,0.903583046
LBH,ZNF165,0.964843513,0.964843513
LBH,ZNF394,0.963894257,0.963894257
LBH,ZNF551,0.94255928,0.94255928
LBH,ZNF682,0.905901585,0.905901585
LBH,ZNF701,0.90186378,0.90186378
LBH,ZNF750,0.950551852,0.950551852
LBH,ZNF814,-0.935227515,0.935227515
ZNF652,ZNF682,0.975164289,0.975164289
ZNF652,ZNF814,-0.955298104,0.955298104
EEF1A1,PHTF1,0.908444729,0.908444729
EEF1A1,PTRF,0.947574595,0.947574595
EEF1A1,SP110,-0.928135898,0.928135898
EEF1A1,STAT1,-0.906922859,0.906922859
EEF1A1,TP63,0.958437316,0.958437316
EEF1A1,EEF1D,0.965314453,0.965314453
EEF1A1,ELP2,-0.953931669,0.953931669
EEF1A1,HSBP1,0.905292597,0.905292597
EEF1A1,FOXC1,0.915084515,0.915084515
EEF1A1,HES2,-0.920665757,0.920665757
EEF1A1,IRX2,0.937850796,0.937850796
EEF1A1,NOTCH3,0.95238901,0.95238901
EEF1A1,TBL1X,0.904705849,0.904705849
EEF1A1,TCEB2,0.932315337,0.932315337
EEF1A1,UXT,-0.938196193,0.938196193
EEF1A1,ETS1,0.90865537,0.90865537
EEF1A1,FAM120B,-0.930640164,0.930640164
EEF1A1,HES6,0.908608328,0.908608328
EEF1A1,HOPX,-0.957214544,0.957214544
EEF1A1,KLF6,0.933053198,0.933053198
EEF1A1,MYC,0.954662165,0.954662165
EEF1A1,NFAT5,0.917817264,0.917817264
EEF1A1,OSR2,0.91423885,0.91423885
EEF1A1,PRMT6,-0.956155731,0.956155731
EEF1A1,YBX3,0.921068729,0.921068729
EEF1A1,ZHX1,-0.937717983,0.937717983
AFF1,ARID3B,-0.974623577,0.974623577
AFF1,ARRB1,-0.914261181,0.914261181
AFF1,CDCA7,-0.908611725,0.908611725
AFF1,CNOT7,0.927076611,0.927076611
AFF1,E2F5,-0.938819883,0.938819883
AFF1,EPAS1,0.961344508,0.961344508
AFF1,EYA2,-0.916318345,0.916318345
AFF1,FOXN2,0.952218269,0.952218269
AFF1,GATA2,0.90574236,0.90574236
AFF1,HEY1,-0.933447439,0.933447439
AFF1,NFIB,-0.9384846,0.9384846
AFF1,PARP1,-0.91235678,0.91235678
AFF1,PEG3,-0.96237766,0.96237766
AFF1,PHTF1,-0.945122956,0.945122956
AFF1,RNF14,0.92141754,0.92141754
AFF1,SIX4,-0.936438093,0.936438093
AFF1,SMARCA2,-0.931546627,0.931546627
AFF1,SP110,0.917100415,0.917100415
AFF1,SRRT,-0.936393995,0.936393995
AFF1,STAT1,0.956759322,0.956759322
AFF1,TCF12,0.958293697,0.958293697
AFF1,TP63,-0.971244651,0.971244651
AFF1,BASP1,0.914465546,0.914465546
AFF1,NUPR1,0.951342481,0.951342481
AFF1,RBBP4,-0.927961545,0.927961545
AFF1,RFX5,-0.905478454,0.905478454
AFF1,CTNND1,0.907595914,0.907595914
AFF1,DNMT1,-0.955388823,0.955388823
AFF1,FOXC1,-0.96656816,0.96656816
AFF1,HES2,0.93182329,0.93182329
AFF1,IRX2,-0.953246548,0.953246548
AFF1,NOTCH3,-0.934617992,0.934617992
AFF1,TCEB2,-0.970121741,0.970121741
AFF1,UXT,0.9646668,0.9646668
AFF1,ASF1B,-0.906165708,0.906165708
AFF1,ATF3,-0.933966207,0.933966207
AFF1,ATF4,-0.943093088,0.943093088
AFF1,BHLHE41,-0.945095318,0.945095318
AFF1,BIRC5,-0.954115279,0.954115279
AFF1,BRD2,-0.93686319,0.93686319
AFF1,CBX4,-0.916056666,0.916056666
AFF1,CCNL1,-0.903006242,0.903006242
AFF1,CHEK2,-0.922764303,0.922764303
AFF1,CREB3L2,0.92062802,0.92062802
AFF1,CUX1,-0.971178787,0.971178787
AFF1,DPF2,0.930948806,0.930948806
AFF1,EEF1A1,-0.919175776,0.919175776
AFF1,EGR1,-0.925533864,0.925533864
AFF1,EGR2,-0.952368245,0.952368245
AFF1,ETS1,-0.938856905,0.938856905
AFF1,FAM120B,0.923021282,0.923021282
AFF1,FOS,-0.948706494,0.948706494
AFF1,FOXD1,-0.941722586,0.941722586
AFF1,GRHL2,0.921736031,0.921736031
AFF1,HES6,-0.973142308,0.973142308
AFF1,HOPX,0.955966668,0.955966668
AFF1,JUN,-0.948839368,0.948839368
AFF1,KLF6,-0.927900143,0.927900143
AFF1,MAFB,-0.942728999,0.942728999
AFF1,MCTS1,0.947360101,0.947360101
AFF1,MSX1,-0.970258362,0.970258362
AFF1,NFAT5,-0.98867496,0.98867496
AFF1,NR4A2,-0.917104668,0.917104668
AFF1,OSR2,-0.918076469,0.918076469
AFF1,PRMT6,0.963091234,0.963091234
AFF1,PTTG1,-0.908076187,0.908076187
AFF1,RNF10,-0.94294835,0.94294835
AFF1,SERTAD1,-0.93399581,0.93399581
AFF1,SRSF2,-0.929197609,0.929197609
AFF1,TAF4B,-0.944925149,0.944925149
AFF1,TIMELESS,-0.912402217,0.912402217
AFF1,TOB1,-0.938052002,0.938052002
AFF1,TRIB3,0.902999165,0.902999165
AFF1,TRIM25,0.938152799,0.938152799
AFF1,ZHX1,0.976315424,0.976315424
AFF1,ZNF14,-0.921442711,0.921442711
AFF1,ZNF551,-0.911340068,0.911340068
AFF1,ZNF652,-0.95113336,0.95113336
AFF1,ZNF814,0.926509496,0.926509496
CREB3L2,E2F5,-0.953337664,0.953337664
CREB3L2,EPAS1,0.974253782,0.974253782
CREB3L2,EYA2,-0.963419568,0.963419568
CREB3L2,FOXN2,0.972210162,0.972210162
CREB3L2,GATA2,0.915302117,0.915302117
CREB3L2,GATA3,0.93213374,0.93213374
CREB3L2,HEY1,-0.940453918,0.940453918
CREB3L2,NFIB,-0.968852018,0.968852018
CREB3L2,PARP1,-0.963465122,0.963465122
CREB3L2,PEG3,-0.901755387,0.901755387
CREB3L2,PHTF1,-0.974218137,0.974218137
CREB3L2,RNF14,0.954649034,0.954649034
CREB3L2,SIX4,-0.955806559,0.955806559
CREB3L2,SMARCA2,-0.928733492,0.928733492
CREB3L2,SP110,0.904289447,0.904289447
CREB3L2,SRRT,-0.986017085,0.986017085
CREB3L2,STAT1,0.975921892,0.975921892
CREB3L2,TAF5L,0.905042355,0.905042355
CREB3L2,TP63,-0.959717554,0.959717554
CREB3L2,ZNF451,-0.930288489,0.930288489
CREB3L2,NUPR1,0.964180112,0.964180112
CREB3L2,RBBP4,-0.929283036,0.929283036
CREB3L2,RFX5,-0.925985874,0.925985874
CREB3L2,DNMT1,-0.977859153,0.977859153
CREB3L2,FOXC1,-0.966018449,0.966018449
CREB3L2,HES2,0.946580775,0.946580775
CREB3L2,IRX2,-0.936042853,0.936042853
CREB3L2,TCEB2,-0.931583667,0.931583667
CREB3L2,UXT,0.973163762,0.973163762
CREB3L2,CUX1,-0.954327169,0.954327169
CREB3L2,CSRNP1,-0.903836804,0.903836804
CREB3L2,E2F3,-0.932006273,0.932006273
CREB3L2,EGR1,-0.925199063,0.925199063
CREB3L2,EGR2,-0.969789464,0.969789464
CREB3L2,ELF5,-0.923581399,0.923581399
CREB3L2,ETS1,-0.925284236,0.925284236
CREB3L2,FAM120B,0.952881067,0.952881067
CREB3L2,FOS,-0.922962511,0.922962511
CREB3L2,FOXD1,-0.927661924,0.927661924
CREB3L2,GRHL2,0.96160742,0.96160742
CREB3L2,HES1,-0.918922297,0.918922297
CREB3L2,HES6,-0.971013237,0.971013237
CREB3L2,HOPX,0.968507114,0.968507114
CREB3L2,ID2,-0.916286568,0.916286568
CREB3L2,JUN,-0.959150776,0.959150776
CREB3L2,MAFB,-0.95706163,0.95706163
CREB3L2,MCTS1,0.909983719,0.909983719
CREB3L2,MSX1,-0.974335633,0.974335633
CREB3L2,NFAT5,-0.961882115,0.961882115
CREB3L2,NR4A2,-0.926069725,0.926069725
CREB3L2,OSR2,-0.913242199,0.913242199
CREB3L2,PRMT6,0.931866438,0.931866438
CREB3L2,SERTAD1,-0.955348529,0.955348529
CREB3L2,SIRT1,-0.910202586,0.910202586
CREB3L2,TAF4B,-0.943029972,0.943029972
CREB3L2,TIMELESS,-0.931352349,0.931352349
CREB3L2,TOB1,-0.990133701,0.990133701
CREB3L2,TRIB3,0.916506613,0.916506613
CREB3L2,TRIM25,0.915498452,0.915498452
CREB3L2,TSC22D2,-0.946978053,0.946978053
CREB3L2,ZHX1,0.974128224,0.974128224
CREB3L2,ZNF652,-0.911738775,0.911738775
MAFF,PITX1,-0.948252573,0.948252573
GATA3,HEY1,-0.930581282,0.930581282
GATA3,IRF9,0.938623178,0.938623178
GATA3,JADE1,-0.921705765,0.921705765
GATA3,NFIB,-0.944617047,0.944617047
GATA3,PARP1,-0.99150045,0.99150045
GATA3,PEG3,-0.923378294,0.923378294
GATA3,PHTF1,-0.950681373,0.950681373
GATA3,RNF14,0.979584285,0.979584285
GATA3,SIX4,-0.979206561,0.979206561
GATA3,SMARCA1,-0.953770061,0.953770061
GATA3,SMARCA2,-0.975874393,0.975874393
GATA3,SRRT,-0.966588763,0.966588763
GATA3,STAT1,0.908929827,0.908929827
GATA3,TAF5L,0.951116339,0.951116339
GATA3,TP63,-0.90142195,0.90142195
GATA3,WASL,0.937548644,0.937548644
GATA3,ZNF451,-0.939545324,0.939545324
GATA3,NUPR1,0.963979199,0.963979199
GATA3,RBBP4,-0.920509754,0.920509754
GATA3,RFX5,-0.969597071,0.969597071
GATA3,GRHL2,0.969673545,0.969673545
GATA3,HES6,-0.916353545,0.916353545
GATA3,MSX1,-0.947357869,0.947357869
GATA3,TOB1,-0.959678056,0.959678056
GATA3,TSC22D2,-0.914675078,0.914675078
GATA3,ZNF652,-0.925643888,0.925643888
GATA3,KAT2A,-0.955954535,0.955954535
GATA3,WWC1,0.926917267,0.926917267
VGLL3,ZBTB42,0.903231611,0.903231611
ELF5,EPAS1,-0.919768697,0.919768697
ELF5,EYA2,0.990222243,0.990222243
ELF5,FOXN2,-0.959793095,0.959793095
ELF5,GATA3,-0.90309827,0.90309827
ELF5,HEY1,0.990994194,0.990994194
ELF5,JADE1,0.916264415,0.916264415
ELF5,NFIB,0.98385316,0.98385316
ELF5,PARP1,0.925928266,0.925928266
ELF5,PEG3,0.950872062,0.950872062
ELF5,SIX4,0.963705941,0.963705941
ELF5,SMARCA2,0.961259194,0.961259194
ELF5,SRRT,0.957691435,0.957691435
ELF5,STAT1,-0.936114485,0.936114485
ELF5,TAF5L,-0.96870604,0.96870604
ELF5,TCF12,-0.92997588,0.92997588
ELF5,FOXC1,0.937347988,0.937347988
ELF5,HES2,-0.903536011,0.903536011
ELF5,TCEB2,0.906717932,0.906717932
ELF5,EZH2,0.975070538,0.975070538
ELF5,FOS,0.950506225,0.950506225
ELF5,FOSB,0.918729483,0.918729483
ELF5,FOXD1,0.978259386,0.978259386
ELF5,FOXK1,0.914471331,0.914471331
ELF5,GMNN,0.924983814,0.924983814
ELF5,GRHL2,-0.930057192,0.930057192
ELF5,HES1,0.982388118,0.982388118
ELF5,HES6,0.941173699,0.941173699
ELF5,ID2,0.945013692,0.945013692
ELF5,ISL1,0.925487666,0.925487666
ELF5,JUN,0.941733916,0.941733916
ELF5,JUNB,0.922448341,0.922448341
ELF5,KANK1,0.922488398,0.922488398
ELF5,KLF4,0.9330444,0.9330444
ELF5,LMO2,-0.962284002,0.962284002
ELF5,MAFB,0.968309894,0.968309894
ELF5,MCTS1,-0.903416174,0.903416174
ELF5,MSX1,0.955680075,0.955680075
ELF5,NFAT5,0.930351117,0.930351117
ELF5,NR4A2,0.993442784,0.993442784
ELF5,PNRC2,0.953306531,0.953306531
ELF5,PTTG1,0.917569556,0.917569556
ELF5,SERTAD1,0.960497693,0.960497693
ELF5,SIRT1,0.980536411,0.980536411
ELF5,SRSF2,0.906619387,0.906619387
ELF5,TAF4B,0.970022895,0.970022895
ELF5,TIMELESS,0.908137147,0.908137147
ELF5,TOB1,0.952105869,0.952105869
ELF5,TRIB3,-0.930600985,0.930600985
ELF5,TRIM25,-0.965823854,0.965823854
ELF5,TSC22D2,0.990300133,0.990300133
ELF5,TSPYL2,0.989724361,0.989724361
ELF5,ZHX1,-0.910740628,0.910740628
ELF5,ZNF14,0.916104583,0.916104583
ELF5,ZNF165,0.911906473,0.911906473
ELF5,ZNF274,-0.973424751,0.973424751
ELF5,ZNF394,0.934137268,0.934137268
ELF5,ZNF546,0.90360333,0.90360333
ELF5,ZNF551,0.915333708,0.915333708
ELF5,ZNF652,0.965604853,0.965604853
ELF5,ZNF682,0.982663532,0.982663532
ELF5,ZNF750,0.915214257,0.915214257
ELF5,ZNF814,-0.923252108,0.923252108
PARP1,PEG3,0.936251894,0.936251894
PARP1,PHTF1,0.961548309,0.961548309
PARP1,RNF14,-0.988308568,0.988308568
PARP1,SIX4,0.990199227,0.990199227
PARP1,SMARCA1,0.939789831,0.939789831
PARP1,SMARCA2,0.98016146,0.98016146
PARP1,SRRT,0.985726055,0.985726055
PARP1,STAT1,-0.934431092,0.934431092
PARP1,TAF5L,-0.951865067,0.951865067
PARP1,TCF12,-0.902640779,0.902640779
PARP1,TP63,0.928345585,0.928345585
PARP1,WASL,-0.90326128,0.90326128
PARP1,ZNF451,0.958027149,0.958027149
PARP1,RBBP4,0.939169569,0.939169569
PARP1,RFX5,0.960769279,0.960769279
PARP1,UXT,-0.926569023,0.926569023
PARP1,TAF4B,0.903823766,0.903823766
PARP1,TOB1,0.978620127,0.978620127
PARP1,TSC22D2,0.946574187,0.946574187
PARP1,TSPYL2,0.909155394,0.909155394
PARP1,ZHX1,-0.928991128,0.928991128
PARP1,ZNF652,0.93869938,0.93869938
IRF9,PARP1,-0.928239132,0.928239132
IRF9,PHTF1,-0.935816734,0.935816734
IRF9,RNF14,0.950120628,0.950120628
IRF9,SIX4,-0.915770893,0.915770893
IRF9,SMARCA1,-0.932636597,0.932636597
IRF9,SMARCA2,-0.923282833,0.923282833
IRF9,SP110,0.946466276,0.946466276
IRF9,SRRT,-0.917303689,0.917303689
IRF9,ZNF451,-0.945365539,0.945365539
IRF9,IWS1,0.90408638,0.90408638
IRF9,NUPR1,0.947096372,0.947096372
IRF9,RBBP4,-0.968891477,0.968891477
IRF9,RFX5,-0.947313625,0.947313625
IRF9,TBX3,0.90712843,0.90712843
IRF9,IRX2,-0.924058666,0.924058666
IRF9,MSX1,-0.902819951,0.902819951
IRF9,TOB1,-0.907360152,0.907360152
IRF9,KAT2A,-0.915730562,0.915730562
IRF9,WWC1,0.932994294,0.932994294
NR4A2,PARP1,0.909543231,0.909543231
NR4A2,PEG3,0.958274079,0.958274079
NR4A2,SIX4,0.952228991,0.952228991
NR4A2,SMARCA2,0.94609168,0.94609168
NR4A2,SRRT,0.94945321,0.94945321
NR4A2,STAT1,-0.944169841,0.944169841
NR4A2,TAF5L,-0.954794689,0.954794689
NR4A2,TCF12,-0.943247665,0.943247665
NR4A2,TCEB2,0.938326751,0.938326751
NR4A2,UXT,-0.902466474,0.902466474
NR4A2,OSR2,0.916765004,0.916765004
NR4A2,PNRC2,0.968074254,0.968074254
NR4A2,PRMT6,-0.906312131,0.906312131
NR4A2,PTTG1,0.949013714,0.949013714
NR4A2,RNF10,0.906208599,0.906208599
